rank,roi_index,roi_id,is_controller,node_energy
1,421,421,True,5.823627245032203
2,430,430,True,3.9408595858389535
3,412,412,True,2.692783487888252
4,422,422,True,2.5111619851607223
5,295,295,True,1.6539395989136496
6,657,657,True,1.431323058864783
7,406,406,True,1.1538428792142614
8,809,809,True,1.0439683729524385
9,60,60,True,0.9969271531590833
10,723,723,True,0.929391479881179
11,805,805,True,0.9239734533710726
12,294,294,True,0.7796226164870486
13,117,117,True,0.6563679069786638
14,740,740,True,0.6478780697987786
15,130,130,True,0.6127431344831915
16,259,259,True,0.6003976064511578
17,441,441,True,0.5344740271862183
18,325,325,True,0.5299319429648437
19,162,162,True,0.5189053245723874
20,686,686,True,0.491329342035123
21,446,446,True,0.4833656559329686
22,260,260,True,0.47770601806159896
23,106,106,True,0.40707737987718445
24,172,172,True,0.37956730184465653
25,491,491,True,0.36401058825297117
26,389,389,True,0.35579984252415864
27,798,798,True,0.31635236396660626
28,801,801,True,0.24768926320465937
29,496,496,True,0.24287420658872455
30,155,155,True,0.2352464026515682
31,790,790,True,0.23199439398864208
32,469,469,True,0.21253270466542667
33,763,763,True,0.193661028031427
34,50,50,True,0.17978958646525428
35,450,450,False,0.1778443353916921
36,320,320,True,0.14707083212506628
37,664,664,True,0.1339304740382361
38,688,688,True,0.1299304899328139
39,762,762,True,0.11433218622311674
40,144,144,True,0.10849282086793799
41,148,148,True,0.10682401991399118
42,399,399,True,0.10382778640433195
43,330,330,True,0.09933114876319826
44,174,174,True,0.07691787190090131
45,397,397,True,0.07151453193438335
46,499,499,True,0.07051432729570505
47,495,495,True,0.05866402089339226
48,175,175,True,0.055372651447055915
49,426,426,False,0.040625920483529705
50,687,687,True,0.03880027179440159
51,417,417,False,0.03791411962897034
52,247,247,False,0.03497508179339751
53,30,30,False,0.03030772909668413
54,435,435,False,0.027035297091925887
55,825,825,False,0.026371298610473166
56,467,467,False,0.024298168338243564
57,835,835,False,0.023779592770920042
58,242,242,False,0.022541245463299876
59,246,246,False,0.021879018035677326
60,150,150,True,0.021813350346317553
61,248,248,False,0.021448472198704625
62,829,829,False,0.021117875917189322
63,461,461,False,0.020620845632912426
64,432,432,False,0.020365701049485086
65,457,457,False,0.019549822988767458
66,833,833,False,0.019519706187181754
67,305,305,False,0.01837057898765681
68,15,15,False,0.01822966573642378
69,806,806,False,0.018066146359880728
70,753,753,False,0.017709231683768818
71,309,309,False,0.017463347285734294
72,4,4,False,0.017131283280050653
73,847,847,False,0.0160402196840696
74,418,418,False,0.015565116443736798
75,425,425,False,0.01545266480234125
76,458,458,False,0.015169037541567265
77,483,483,False,0.014941917861985721
78,48,48,False,0.014653543042931807
79,440,440,False,0.01433366231274077
80,846,846,False,0.013487133553004411
81,54,54,False,0.012327012428349259
82,819,819,False,0.012275315430660926
83,438,438,False,0.012157220050798247
84,820,820,False,0.012120807691209233
85,337,337,False,0.011806524341306277
86,49,49,False,0.011614750111019293
87,243,243,False,0.011336968065441315
88,428,428,False,0.01132475047113106
89,16,16,False,0.010921058640573253
90,669,669,False,0.010188499740683189
91,466,466,False,0.010181222987397149
92,843,843,False,0.010167089973614882
93,836,836,False,0.009793196930336884
94,413,413,False,0.009750511022706585
95,37,37,False,0.009494166886741031
96,710,710,False,0.009369659670247898
97,12,12,False,0.009339409538520976
98,824,824,False,0.009310325047856536
99,807,807,False,0.009038930343435489
100,841,841,False,0.00879511477520899
